Table_Number,Year,Measure,Indigenous_Status,Law_Enforced,Court_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust cts,Aust
7A.9,2020-21,Lodgments and finalisations,Aboriginal and Torres Strait Islander people,Criminal,All criminal courts,,Criminal finalisations,All criminal courts,,Non-appeal,Aboriginal and Torres Strait Islander,,Derived from State and territory court authorities and departments (unpublished),%,na,na,22.7,30.9,21.4,na,9.3,78.1,,
7A.9,2020,Lodgments and finalisations,Aboriginal and Torres Strait Islander people,,,,Aboriginal and Torres Strait Islander population,at 31 December,,,,,Derived from ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,%,3.5,1,4.7,4.1,2.6,5.6,2,31.6,,
7A.1,2022-23,Lodgments,All people,Criminal,All criminal courts,,Lodgments; criminal,,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),no.,211717,154401,194326,87779,40854,16614,7560,13048,,726299
7A.1,2022-23,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,339,275,274,239,162,19,66,13,,1387
7A.1,2022-23,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Non-appeal,,,State and territory court authorities and departments (unpublished),no.,70,84,1903,55,77,612,330,720,,3851
7A.1,2022-23,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Total,,,Derived from State and territory court authorities and departments (unpublished),no.,409,359,2177,294,239,631,396,733,,5238
7A.1,2022-23,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,7109,1550,291,..,..,..,..,..,,8950
7A.1,2022-23,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Non-appeal,,,State and territory court authorities and departments (unpublished),no.,3170,2356,6811,2558,1494,..,..,..,,16389
7A.1,2022-23,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Total,,,Derived from State and territory court authorities and departments (unpublished),no.,10279,3906,7102,2558,1494,..,..,..,,25339
7A.1,2022-23,Lodgments,All people,Criminal,Magistrates' (excl. children's),,Lodgments; criminal,,Magistrates' courts,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),no.,192635,139306,167701,77811,36043,14436,6624,10489,,645045
7A.1,2022-23,Lodgments,All people,Criminal,Children's,,Lodgments; criminal,,Magistrates' courts,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),no.,8394,10830,17346,7116,3078,1547,540,1826,,50677
7A.1,2022-23,Lodgments,All people,Criminal,Magistrates' (total),,Lodgments; criminal,,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),no.,201029,150136,185047,84927,39121,15983,7164,12315,,695722
7A.1,2021-22,Lodgments,All people,Criminal,All criminal courts,,Lodgments; criminal,,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),no.,201595,135542,182000,75649,40753,15904,9035,12072,,672550
7A.1,2021-22,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,375,241,312,265,208,23,62,13,,1499
7A.1,2021-22,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Non-appeal,,,State and territory court authorities and departments (unpublished),no.,77,110,2201,53,68,449,308,643,,3909
7A.1,2021-22,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Total,,,Derived from State and territory court authorities and departments (unpublished),no.,452,351,2513,318,276,472,370,656,,5408
7A.1,2021-22,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,5419,1358,299,..,..,..,..,..,,7076
7A.1,2021-22,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Non-appeal,,,State and territory court authorities and departments (unpublished),no.,3293,2375,7349,2513,1702,..,..,..,,17232
7A.1,2021-22,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Total,,,Derived from State and territory court authorities and departments (unpublished),no.,8712,3733,7648,2513,1702,..,..,..,,24308
7A.1,2021-22,Lodgments,All people,Criminal,Magistrates' (excl. children's),,Lodgments; criminal,,Magistrates' courts,Magistrates' courts only (excl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),no.,184452,122470,155078,66505,35674,14146,8292,9416,,596033
7A.1,2021-22,Lodgments,All people,Criminal,Children's,,Lodgments; criminal,,Magistrates' courts,Children's courts,,,Derived from State and territory court authorities and departments (unpublished),no.,7979,8988,16761,6313,3101,1286,373,2000,,46801
7A.1,2021-22,Lodgments,All people,Criminal,Magistrates' (total),,Lodgments; criminal,,Magistrates' courts,Total magistrates' courts (incl. children's courts),,,Derived from State and territory court authorities and departments (unpublished),no.,192431,131458,171839,72818,38775,15432,8665,11416,,642834
7A.1,2020-21,Lodgments,All people,Criminal,All criminal courts,,Lodgments; criminal,,All criminal courts,,,,Derived from State and territory court authorities and departments (unpublished),no.,209136,145667,193809,79808,43462,16671,7636,12828,,709017
7A.1,2020-21,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,421,273,329,288,210,21,67,23,,1632
7A.1,2020-21,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Non-appeal,,,State and territory court authorities and departments (unpublished),no.,113,122,2219,51,61,585,297,531,,3979
7A.1,2020-21,Lodgments,All people,Criminal,Supreme,,Lodgments; criminal,,Supreme courts,Total,,,Derived from State and territory court authorities and departments (unpublished),no.,534,395,2548,339,271,606,364,554,,5611
7A.1,2020-21,Lodgments,All people,Criminal,District/county,,Lodgments; criminal,,District/county courts,Appeal,,,State and territory court authorities and departments (unpublished),no.,6485,1212,323,..,..,..,..,..,,8020
